,번호,명칭,요약,출원일,출원인,독립 청구항수,전체 청구항수,국제특허분류,자국인용특허,외국인용특허,자국피인용특허,자국인용횟수,자국피인용횟수,특허평가등급,발명자수,발명자국가,출원인대표명,국가,연도,외국인용횟수
99,KR20190064399A,스마트 기기를 이용한 개인사업자 일일상환 대출 서비스 시스템{Individual carrier daily redemption loan servicing system using smart devices},"적어도 하나의 스마트 기기와 네트워크망을 통해 연결되는 개인사업자 일일상환 대출 서비스 시스템 및 그의 대출 서비스 방법이 개시된다. 개인사업자 일일상환 대출 서비스 방법은, 서버가 어드바이저 인증을 하는 단계; 어드바이저 인증이 완료되면 서버가 홈페이지를 제공하는 단계; 어드바이저가 홈페이지에서 원하는 메뉴를 선택하는 단계; 상기 서버가 선택된 메뉴에 대한 정보를 제공하는 단계를 포함한다. 이러한 본 발명은 금융기관의 휴대용 단말기인 스마트기기가 해당금융기관 주택담보대출을 관리하는 서버에 접속하여 은행 영업점 외부에서 입력한 개인정보로 고객이 신청한 대출금액의 판정 결과와 최대대출가능한도 및 대출 금리를 장소와 시간에 제약 없이 365일 24시간동안 어느 장소에서나 실시간으로 안내가 가능하며, 옵션 선택과 다양한 시뮬레이션 결과를 통해 고객의 Need에 맞게 금융상품을 설계 할 수 있다.",2019.05.31,(주)오에스비저축은행,1,1,"['G06Q40', 'G06Q10', 'H04W88']","KR20010084926A,KR20020029188A,KR20080035820A,KR20130040298A,KR20160061183A",,,5,0,B-,4,['KR'],(주) 오에스비저축은행,KR,2019,0
100,KR20170073382A,권리보전조건부 증권 대차 거래를 위한 증권 권리 거래 방법 및 이를 실행하는 시스템{TRANSACTION METHOD OF SECURITIES' RIGHTS FOR SECURITIES LENDING AND BORROWING UNDER CONDITION OF PRESERVATION OF LENDERS’ RIGHTS AND SYSTEM PERFORMING THE SAME},"본 발명의 일 실시예에 따른 권리보전조건부 증권 대차 거래를 위한 증권 권리 거래 방법은 증권 대여자 단말이 증권 차입자 단말로부터 증권 대차 거래 요청 메시지를 수신하여 특정 증권에 대한 권리보전조건부 증권 대차 약정이 체결되는 경우, 상기 증권 대여자 단말이 상기 특정 증권을 상기 증권 차입자 단말에 제공하는 단계, 상기 증권 차입자 단말 및 증권 매수자 단말 사이에 증권 거래소 서버를 통해 권리보전조건부 증권 대차 약정이 체결된 특정 증권의 매매가 이루어지면, 상기 증권 차입자 단말이 상기 특정 증권을 상기 증권 매수자 단말에 제공하는 단계 및 일반 증권의 소유자 단말이 상기 증권 차입자 단말로부터 증권 권리 거래 요청 메시지를 수신하는 경우, 증권 권리를 상기 증권 차입자 단말에 제공하는 단계를 포함한다.",2017.06.12,주식회사 우리은행,2,9,['G06Q40'],"KR20140090086A,KR20140103785A,KR20140107030A,KR20150019999A","JP2002056212 A,JP2005063430 A,JP2005063430 A,Tistory20160206,우리사주 관련 기사머니투데이 출처  httpnewsnavercommainreadnhnmodeLSDmidsecsid1100oid008aid0003502347 20150706,일본 공개특허공보 특개2005063430호20050310 1부",,4,0,B-,1,['KR'],주식회사 우리은행,KR,2017,6
101,KR20170112478A,금융상품과 결합된 선정산 기반의 대출 서비스 제공 장치 및 방법{LOAN SERVICE PROVIDING APPARATUS AND METHOD BASED ON ADVANCED PAYMENT},"매장 단말로부터 회원 가입 요청을 수신하는 단계; 회원 가입 요청에 따라 회원 가입된 매장의 정보를 보증보험사 단말로 전송하는 단계; 물품 공급처로부터 매장으로의 물품 공급이 완료된 경우, 보증보험사가 발행한 보증서에 따라 대출 계약을 체결한 은행의 단말로 선정산을 요청하여 은행으로부터 물품 공급처로 물품 대금이 지급되도록 하는 단계를 포함하는 것을 특징으로 하는 본 발명의 일 실시예에 따른 대출 서비스 제공 방법이 개시된다.",2017.09.04,이용연,2,3,"['G06Q40', 'G06Q30']","KR20020008499A,KR20120109126A,KR20150116144A",,KR2028482B1,3,1,B-,1,['KR'],이용연,KR,2017,0
102,KR20170099592A,대출 대환 장치 및 그 동작 방법{APPARATUS FOR REVOLVING LOAN AND OPERATION METHOD THEREOF},"본 발명의 실시예에 따라, 대출 고객과 대여자 간의 대출 계약을 중개하는 중개자에 의해 운영되는 대출 대환 장치 및 그 동작 방법이 제공된다. 상기 방법은, 제 1 대여자와 상기 대출 고객 간에 체결되는 제 1 대출 계약의 대출 대환을 위한 대출 상품을 검색하는 단계; 상기 제 1 대출 계약의 대출 조건과 상기 대출 상품의 대출 조건을 비교하여 상기 대출 대환을 수행할 제 2 대여자의 대출 상품을 결정하는 단계; 상기 제 2 대여자의 상기 대출 상품에 기초하여 상기 대출 고객과 상기 제 2 대여자 간의 제 2 대출 계약을 체결하는 단계; 및 상기 제 2 대출 계약에 따른 대출금을 이용하여 상기 제 1 대출 계약을 상환하는 단계를 포함하고, 상기 제 1 대출 계약에 따라 상기 대출 고객의 자산에 대해 제 1 담보권이 설정되고, 상기 제 2 대출 계약에 따라 상기 자산에 대해 제 2 담보권이 설정되고, 상기 제 1 담보권은 상기 제 2 담보권보다 선순위의 담보권이며, 상기 제 2 대여자는 상기 제 1 대여자와 동일하거나 상이할 수 있다.",2017.08.07,엔에이치투자증권주식회사,2,9,"['G06Q40', 'G06Q30']","KR20020009789A,KR20040033567A,KR20110093749A,KR20150019999A,KR20150022948A",,"KR20210027792A,KR2121476B1",5,2,B-,3,['KR'],엔에이치투자증권 주식회사,KR,2017,0
103,KR20170049751A,스톡 옵션을 위한 대출 장치 및 그 동작 방법{LOAN APPARATUS FOR STOCK OPTION AND THE OPERATION METHOD},"본 발명의 실시예에 따라, 스톡 옵션을 위한 대출 장치가 제공된다. 상기 장치는, 계좌로 표시하여 관리되는 사용자의 자산에 관한 정보 및 담보권 또는 약정의 내용으로서 상기 계좌에 포함된 자산에 대한 처분제한의 설정 여부에 관한 속성 정보를 포함하는 계좌 정보 데이터베이스; 사용자의 스톡 옵션에 따른 매입 가능 유가증권 및 행사 가액에 관한 정보를 수신하는 통신부; 상기 사용자의 제 1 신용 대출 한도를 산출하고, 상기 제 1 신용 대출 한도가 상기 행사 가액 미만이면, 상기 사용자의 제 1 신용 대출 한도를 상기 행사 가액에 대응하는 제 2 신용 대출 한도로 증가시키며, 상기 제 2 신용 대출 한도에 따라 신용 대출을 발생시키는 신용 대출부; 상기 신용 대출을 이용하여 상기 스톡 옵션을 행사하여 상기 매입 가능 유가증권을 매수하는 자산 처리부; 및 상기 매수된 유가증권 중 적어도 일부를 담보 자산으로 하여 담보 대출을 발생시키는 담보 대출부를 포함하고, 상기 담보 대출부는 상기 계좌 정보 데이터베이스를 참조하여, 상기 담보 자산에 처분제한을 설정함으로써, 상기 담보 자산에 대한 담보권의 설정을 반영하고, 상기 자산 처리부는, 상기 담보 대출을 이용하여 상기 신용 대출 중 적어도 일부를 상환할 수 있다.",2017.04.18,엔에이치투자증권주식회사,4,15,['G06Q40'],"KR1222937B1,KR20100103926A,KR20110093749A,KR20140017973A,KR20160007297A,KR20160023029A","JP2005056095 A,JP2005056095 A,일본 공개특허공보 특개2005056095호20050303 1부",,6,0,B-,3,['KR'],엔에이치투자증권 주식회사,KR,2017,3
104,KR20160092437A,상품 감정 평가 기반의 전당 대부 서비스 제공 방법{METHOD FOR SERVICING A LOAN OF PAWN BASED ON ESTIMATION OF MERCHANDISE},"본 발명은 상품의 감정 평가를 통해 전당 대부 서비스를 제공하는 방법에 관한 것으로, 이를 위하여 스마트 기기에서 감정 상품에 대한 적어도 하나 이상의 이미지를 감정 서버에 전송하여 감정을 요청하는 단계와, 상기 감정 서버에서 상기 전송받은 이미지에서 상기 감정 상품에 대한 고유 식별 정보가 판독됨에 따라 상기 판독된 고유 식별 정보와 복수의 진품 상품에 대한 고유 식별 정보를 관리하는 진품 정보 데이터베이스에 존재하는지의 여부를 통해 감정 결과를 생성한 후 이를 상기 스마트 기기에 전송하는 단계와, 상기 스마트 기기에서 감정 결과와 상기 감정 상품에 대한 상태 이미지를 이용한 대출 가능 금액 조회를 상기 감정 서버에 요청하는 단계와, 상기 감정 서버에서 상기 감정 결과와 상태 이미지를 기 등록된 전당포 업자의 정보로 전송하여 상품 매입 가능가를 요청하는 단계와, 상기 상품 매입 가능가가 적어도 하나 이상 수신되면, 상기 감정 서버에서 상기 수신한 상품 매입 가능가를 기반으로 상기 감정 상품에 대한 대출 가능 금액을 산출한 후 이를 상기 스마트 기기에 전송하는 단계를 포함하는 상품 감정 평가 기반의 전당 대부 서비스 제공 방법을 제공한다.",2016.07.21,주식회사 닥터퀀트,1,5,"['G06Q40', 'G06Q30']","KR20020053801A,KR20050031342A,KR20100133730A,KR20140055722A",,"KR20200145211A,KR2081906B1,KR2334129B1",4,3,B-,1,['KR'],주식회사 닥터퀀트,KR,2016,0
105,KR20160059582A,상환 이력 정보에 따라 환급금이 결정되는 대출 방법{LOAN METHOD OF REFUND BEING DETERMINED ACCORDING TO REPAY HISTORY INFORMATION},"본 발명은 상환 이력 정보에 따라 환급금이 결정되는 대출 방법에 관한 것이다. 본 발명은 사용자로부터의 대출 신청에 대응하여 사용자의 신용 등급에 따른 가산 금리인 신용등급별 가산 금리가 부가된 대출 금리를 대출금에 적용하고, 대출금의 상환이 완료된 경우 사용자에게 환급할 환급금에 대한 정보를 포함하는 환급 약정 정보를 저장한 후, 대출을 실행하는 대출 실행 단계, 대출금의 상환이 완료된 경우 환급 약정 정보와 사용자의 상환 이력 정보에 따라 사용자에게 환급할 환급금을 결정하는 환급금 결정 단계 및 사용자에게 환급금을 환급 처리하는 환급 처리 단계를 포함한다. 본 발명에 따르면, 대출 실행 과정에서 신용 등급에 따른 가산 금리를 부여받은 차주가 대출금을 성실하게 완제한 경우 가산 금리에 대응하여 상환 과정에서 차주가 납부한 금액을 차주에게 환급함으로써, 대출 과정에서의 공정성을 확보하고 건전한 금융거래 질서를 확립할 수 있고, 경제적 약자인 저 신용자에 대한 불이익을 해소하고 동일 금융상품에 대해 평등한 가격(이자율)을 제공함으로써 경제 민주화에 기여할 수 있다.",2016.05.16,이종현|이은철|권민혁,1,5,"['G06Q40', 'G06Q50', 'G06Q20']","KR20040051999A,KR20160044193A",,"KR20210125800A,KR20210125805A,KR2296943B1",2,3,B-,3,['KR'],이종현|이은철|권민혁,KR,2016,0
106,KR20120088717A,소액 대출을 위한 일회용 비밀번호 제공시스템{Sistem for disposable splash number offer for small loan},"본 발명은 소액 대출을 위한 일회용 비밀번호 제공시스템에 관한 것으로, 금융사 서버에 마련된 저장매체와 연계되어 고객의 휴대폰 번호와 소액 대출 금액을 저장하는 수단과, 상기 금융사 서버에서 상기 고객의 요청에 의한 소액 대출금액을 상기 휴대폰으로부터 수신하는 수단과, 상기 휴대폰으로부터 요청된 소액 대출금액을 수신한 후, 상기 금융사 서버의 저장매체에 의해 소액 대출금액의 한도를 확인하는 수단과, 상기 저장매체에 의해 소액 대출금액의 한도를 확인하면, 고객이 요청한 소액 대출금액에 대한 승인 여부를 확인하여 승인하는 수단과, 상기 고객이 요청한 소액 대출금액을 해당 금융사의 ATM(Automated Teller Machine)기를 이용해 인출할 수 있도록 생성된 비밀번호를 고객의 휴대폰으로 전송하는 수단과, 상기 전송된 비밀번호 및 고객이 요청한 소액 대출금액을 저장하는 수단과, 상기 비밀번호를 ATM(automated teller machine)로부터 상기 금융사 서버로 수신하고, 상기 전송된 비밀번호 및 고객이 요청한 소액 대출금액을 저장하는 수단을 통해 인증하는 수단 및, 상기 인증수단을 통해 상기 비밀번호 및 요청된 소액 대출 금액이 확인되면 상기 ATM(automated teller machine)로부터 인출 가능하도록 처리하는 수단을 포함하여 이루어진 것을 특징으로 한다.",2012.08.14,주식회사 우리은행,1,4,"['G06Q40', 'H04L9', 'G07F19']","KR20020029186A,KR20060086074A,KR20070042712A,KR20070092790A",,KR20160080033A,4,1,B-,5,['KR'],주식회사 우리은행,KR,2012,0
107,KR20170035070A,"대출 심사를 위한 서버, 방법 및 단말{SERVER, METHOD AND TERMINAL FOR LOAN JUDGMENT}","대출 심사 서버 및 방법이 개시된다. 일실시예에 따른 대출 심사 서버는 담보물과 연관된 담보물 변수, 담보물과 심사 대상자와 독립된 외적 변수에 기초하여 담보물의 예상 가치를 추정할 수 있다. 일실시예에 따른 대출 심사 서버는 추정된 예상 가치, 담보물 변수 및 외적 변수에 기초하여 담보물의 예상 낙찰가율을 추정할 수 있다. 일실시예에 따른 대출 심사 서버는 심사 대상 대출금, 대출의 심사 대상자와 연관된 대출자 변수, 추정된 예상 가치, 추정된 예상 낙찰가율에 기초하여 대출의 심사를 위한 스코어를 추정할 수 있다.",2017.03.21,주식회사 소딧,3,16,"['G06Q40', 'G06F17', 'G06Q30']","KR20000024461A,KR20010096448A,KR20060033976A,KR20160073271A",디지털 타임스 20170115 관련기사,"KR2009309B1,KR20200122550A,KR20210023226A,KR20210054785A,KR20210144505A,KR20210148043A,KR2383771B1",4,7,B-,1,['KR'],주식회사 소딧,KR,2017,1
108,KR20160038325A,모바일 단말기를 이용한 대부적격 심사 및 계약서 작성 시스템{Mobile Loan Appraisal and Contracting System},"본 발명은 모바일 단말기를 이용한 대부 적격 심사 시스템에 관한 것으로서, 대출용 웹어플리케이션이 설치되어 대출심사에 필요한 서류를 이미지 형식으로 전송하고, 금융기관이 전송하는 대부계약서 양식을 수신하여 해당란의 화면 위에 자필 기재와 자필 서명을 한 후 다시 금융기관으로 전송하는 사용자단말기(100); 및, 상기 사용자단말기(100)로부터 수신받은 대출심사에 필요한 서류를 심사하여 대출적격 여부를 결정한 후 대출적격자에게 대부계약서 양식을 전송하고, 자필 기재와 자필 서명이 완료된 대부계약서를 상기 사용자단말기(100)로부터 수신하여 저장하는 금융기관전산서버(200);를 포함하여 구성되는 것을 특징으로 한다.",2016.03.30,강재원,1,3,"['G06Q40', 'H04W12', 'H04L9', 'G06Q20']","KR20040076152A,KR20090072568A,KR20110130083A,KR20140034958A,KR20140055722A,KR20140059635A",,,6,0,B-,1,['KR'],강재원,KR,2016,0
